iso639-3,url,iso639-2/iso639-5,iso639-2,iso639-5,iso639-1,name,type,status,member of macro language,member of MARC collective code,iso639-3
anx,https://iso639-3.sil.org/code/anx,,,,,Andra-Hus,Individual,Living,,map,anx
any,https://iso639-3.sil.org/code/any,,,,,Anyin,Individual,Living,,nic,any
anz,https://iso639-3.sil.org/code/anz,,,,,Anem,Individual,Living,,paa,anz
aoa,https://iso639-3.sil.org/code/aoa,,,,,Angolar,Individual,Living,,cpp,aoa
aob,https://iso639-3.sil.org/code/aob,,,,,Abom,Individual,Living,,paa,aob
aoc,https://iso639-3.sil.org/code/aoc,,,,,Pemon,Individual,Living,,sai,aoc
aod,https://iso639-3.sil.org/code/aod,,,,,Andarum,Individual,Living,,paa,aod
aoe,https://iso639-3.sil.org/code/aoe,,,,,Angal Enen,Individual,Living,,paa,aoe
aof,https://iso639-3.sil.org/code/aof,,,,,Bragat,Individual,Living,,paa,aof
aog,https://iso639-3.sil.org/code/aog,,,,,Angoram,Individual,Living,,paa,aog
aoi,https://iso639-3.sil.org/code/aoi,,,,,Anindilyakwa,Individual,Living,,aus,aoi
aoj,https://iso639-3.sil.org/code/aoj,,,,,Mufian,Individual,Living,,paa,aoj
aok,https://iso639-3.sil.org/code/aok,,,,,Arhî,Individual,Living,,map,aok
aol,https://iso639-3.sil.org/code/aol,,,,,Alor,Individual,Living,,map,aol
aom,https://iso639-3.sil.org/code/aom,,,,,ômie,Individual,Living,,paa,aom
aon,https://iso639-3.sil.org/code/aon,,,,,Bumbita Arapesh,Individual,Living,,paa,aon
aor,https://iso639-3.sil.org/code/aor,,,,,Aore,Individual,Extinct,,map,aor
aos,https://iso639-3.sil.org/code/aos,,,,,Taikat,Individual,Living,,paa,aos
aot,https://iso639-3.sil.org/code/aot,,,,,"A'tong, Atong (India)",Individual,Living,,sit,aot
aou,https://iso639-3.sil.org/code/aou,,,,,A'ou,Individual,Living,,tai,aou
aox,https://iso639-3.sil.org/code/aox,,,,,Atorada,Individual,Living,,sai,aox
aoz,https://iso639-3.sil.org/code/aoz,,,,,Uab Meto,Individual,Living,,map,aoz
,https://iso639-3.sil.org/code/apa,apa,apa,apa,,Apache languages,Collective,Genetic,,,
apb,https://iso639-3.sil.org/code/apb,,,,,Sa'a,Individual,Living,,map,apb
apc,https://iso639-3.sil.org/code/apc,,,,,North Levantine Arabic,Individual,Living,ara,,apc
apd,https://iso639-3.sil.org/code/apd,,,,,Sudanese Arabic,Individual,Living,ara,,apd
ape,https://iso639-3.sil.org/code/ape,,,,,Bukiyip,Individual,Living,,paa,ape
apf,https://iso639-3.sil.org/code/apf,,,,,Pahanan Agta,Individual,Living,,phi,apf
apg,https://iso639-3.sil.org/code/apg,,,,,Ampanang,Individual,Living,,map,apg
aph,https://iso639-3.sil.org/code/aph,,,,,Athpariya,Individual,Living,,sit,aph
api,https://iso639-3.sil.org/code/api,,,,,Apiak†,Individual,Living,,tup,api
apj,https://iso639-3.sil.org/code/apj,,,,,Jicarilla Apache,Individual,Living,,ath,apj
apk,https://iso639-3.sil.org/code/apk,,,,,Kiowa Apache,Individual,Living,,ath,apk
apl,https://iso639-3.sil.org/code/apl,,,,,Lipan Apache,Individual,Living,,ath,apl
apm,https://iso639-3.sil.org/code/apm,,,,,Mescalero-Chiricahua Apache,Individual,Living,,apa,apm
apn,https://iso639-3.sil.org/code/apn,,,,,ApinayÇ,Individual,Living,,sai,apn
apo,https://iso639-3.sil.org/code/apo,,,,,Ambul,Individual,Living,,map,apo
app,https://iso639-3.sil.org/code/app,,,,,Apma,Individual,Living,,map,app
apq,https://iso639-3.sil.org/code/apq,,,,,A-Pucikwar,Individual,Living,,und,apq
apr,https://iso639-3.sil.org/code/apr,,,,,Arop-Lokep,Individual,Living,,map,apr
aps,https://iso639-3.sil.org/code/aps,,,,,Arop-Sissano,Individual,Living,,map,aps
apt,https://iso639-3.sil.org/code/apt,,,,,Apatani,Individual,Living,,sit,apt
apu,https://iso639-3.sil.org/code/apu,,,,,Apurin?,Individual,Living,,sai,apu
apv,https://iso639-3.sil.org/code/apv,,,,,Alapmunte,Individual,Extinct,,sai,apv
apw,https://iso639-3.sil.org/code/apw,,,,,Western Apache,Individual,Living,,ath,apw
apx,https://iso639-3.sil.org/code/apx,,,,,Aputai,Individual,Living,,map,apx
apy,https://iso639-3.sil.org/code/apy,,,,,Apala°,Individual,Living,,sai,apy
apz,https://iso639-3.sil.org/code/apz,,,,,Safeyoka,Individual,Living,,paa,apz
,https://iso639-3.sil.org/code/aqa,aqa,,aqa,,Alacalufan languages,Collective,Genetic,,,
aqc,https://iso639-3.sil.org/code/aqc,,,,,Archi,Individual,Living,,cau,aqc
aqd,https://iso639-3.sil.org/code/aqd,,,,,Ampari Dogon,Individual,Living,,nic,aqd
aqg,https://iso639-3.sil.org/code/aqg,,,,,Arigidi,Individual,Living,,nic,aqg
,https://iso639-3.sil.org/code/aql,aql,,aql,,Algic languages,Collective,Genetic,,,
aqm,https://iso639-3.sil.org/code/aqm,,,,,Atohwaim,Individual,Living,,paa,aqm
aqn,https://iso639-3.sil.org/code/aqn,,,,,Northern Alta,Individual,Living,,phi,aqn
aqp,https://iso639-3.sil.org/code/aqp,,,,,Atakapa,Individual,Extinct,,alg,aqp
aqr,https://iso639-3.sil.org/code/aqr,,,,,ArhÉ,Individual,Living,,map,aqr
aqt,https://iso639-3.sil.org/code/aqt,,,,,AngaitÇ,Individual,Living,,sai,aqt
aqz,https://iso639-3.sil.org/code/aqz,,,,,Akuntsu,Individual,Living,,tup,aqz
ara,https://iso639-3.sil.org/code/ara,ara,ara,,ar,Arabic,Macrolanguage,Living,,,ara
arb,https://iso639-3.sil.org/code/arb,,,,,Standard Arabic,Individual,Living,ara,,arb
arc,https://iso639-3.sil.org/code/arc,arc,arc,,,"Imperial Aramaic (700-300 BCE), Official Aramaic (700-300 BCE)",Individual,Ancient,,,arc
ard,https://iso639-3.sil.org/code/ard,,,,,Arabana,Individual,Extinct,,aus,ard
are,https://iso639-3.sil.org/code/are,,,,,Western Arrarnta,Individual,Living,,aus,are
arg,https://iso639-3.sil.org/code/arg,arg,arg,,an,Aragonese,Individual,Living,,,arg
arh,https://iso639-3.sil.org/code/arh,,,,,Arhuaco,Individual,Living,,sai,arh
ari,https://iso639-3.sil.org/code/ari,,,,,Arikara,Individual,Living,,nai,ari
arj,https://iso639-3.sil.org/code/arj,,,,,Arapaso,Individual,Extinct,,sai,arj
ark,https://iso639-3.sil.org/code/ark,,,,,Arikap£,Individual,Living,,sai,ark
arl,https://iso639-3.sil.org/code/arl,,,,,Arabela,Individual,Living,,sai,arl
arn,https://iso639-3.sil.org/code/arn,arn,arn,,,"Mapuche, Mapudungun",Individual,Living,,,arn
aro,https://iso639-3.sil.org/code/aro,,,,,Araona,Individual,Living,,sai,aro
arp,https://iso639-3.sil.org/code/arp,arp,arp,,,Arapaho,Individual,Living,,,arp
arq,https://iso639-3.sil.org/code/arq,,,,,Algerian Arabic,Individual,Living,ara,,arq
arr,https://iso639-3.sil.org/code/arr,,,,,Karo (Brazil),Individual,Living,,tup,arr
ars,https://iso639-3.sil.org/code/ars,,,,,Najdi Arabic,Individual,Living,ara,,ars
,https://iso639-3.sil.org/code/art,art,art,art,,Artificial languages,Collective,Genetic-like,,,
aru,https://iso639-3.sil.org/code/aru,,,,,"Araw†, Aru† (Amazonas State)",Individual,Extinct,,sai,aru
arv,https://iso639-3.sil.org/code/arv,,,,,Arbore,Individual,Living,,cus,arv
arw,https://iso639-3.sil.org/code/arw,arw,arw,,,Arawak,Individual,Living,,sai,arw
arx,https://iso639-3.sil.org/code/arx,,,,,Aru† (Rodonia State),Individual,Living,,tup,arx
ary,https://iso639-3.sil.org/code/ary,,,,,Moroccan Arabic,Individual,Living,ara,,ary
arz,https://iso639-3.sil.org/code/arz,,,,,Egyptian Arabic,Individual,Living,ara,,arz
asa,https://iso639-3.sil.org/code/asa,,,,,Asu (Tanzania),Individual,Living,,bnt,asa
asb,https://iso639-3.sil.org/code/asb,,,,,Assiniboine,Individual,Living,,dak,asb
asc,https://iso639-3.sil.org/code/asc,,,,,Casuarina Coast Asmat,Individual,Living,,paa,asc
ase,https://iso639-3.sil.org/code/ase,,,,,American Sign Language,Individual,Living,,sgn,ase
asf,https://iso639-3.sil.org/code/asf,,,,,"Auslan, Australian Sign Language",Individual,Living,,sgn,asf
asg,https://iso639-3.sil.org/code/asg,,,,,Cishingini,Individual,Living,,nic,asg
ash,https://iso639-3.sil.org/code/ash,,,,,Abishira,Individual,Extinct,,sai,ash
asi,https://iso639-3.sil.org/code/asi,,,,,Buruwai,Individual,Living,,paa,asi
asj,https://iso639-3.sil.org/code/asj,,,,,Sari,Individual,Living,,nic,asj
ask,https://iso639-3.sil.org/code/ask,,,,,Ashkun,Individual,Living,,ine,ask
asl,https://iso639-3.sil.org/code/asl,,,,,Asilulu,Individual,Living,,map,asl
asm,https://iso639-3.sil.org/code/asm,asm,asm,,as,Assamese,Individual,Living,,,asm
asn,https://iso639-3.sil.org/code/asn,,,,,Xing£ Asurin°,Individual,Living,,sai,asn
aso,https://iso639-3.sil.org/code/aso,,,,,Dano,Individual,Living,,paa,aso
asp,https://iso639-3.sil.org/code/asp,,,,,Algerian Sign Language,Individual,Living,,sgn,asp
asq,https://iso639-3.sil.org/code/asq,,,,,Austrian Sign Language,Individual,Living,,sgn,asq
asr,https://iso639-3.sil.org/code/asr,,,,,Asuri,Individual,Living,,mun,asr
ass,https://iso639-3.sil.org/code/ass,,,,,Ipulo,Individual,Living,,nic,ass
ast,https://iso639-3.sil.org/code/ast,ast,ast,,,"Asturian, Asturleonese, Bable, Leonese",Individual,Living,,,ast
asu,https://iso639-3.sil.org/code/asu,,,,,Tocantins Asurini,Individual,Living,,sai,asu
asv,https://iso639-3.sil.org/code/asv,,,,,Asoa,Individual,Living,,ssa,asv
asw,https://iso639-3.sil.org/code/asw,,,,,Australian Aborigines Sign Language,Individual,Living,,sgn,asw
asx,https://iso639-3.sil.org/code/asx,,,,,Muratayak,Individual,Living,,paa,asx
asy,https://iso639-3.sil.org/code/asy,,,,,Yaosakor Asmat,Individual,Living,,paa,asy
asz,https://iso639-3.sil.org/code/asz,,,,,As,Individual,Living,,map,asz
ata,https://iso639-3.sil.org/code/ata,,,,,Pele-Ata,Individual,Living,,paa,ata
atb,https://iso639-3.sil.org/code/atb,,,,,Zaiwa,Individual,Living,,sit,atb
atc,https://iso639-3.sil.org/code/atc,,,,,Atsahuaca,Individual,Extinct,,sai,atc
atd,https://iso639-3.sil.org/code/atd,,,,,Ata Manobo,Individual,Living,,mno,atd
ate,https://iso639-3.sil.org/code/ate,,,,,Atemble,Individual,Living,,paa,ate
atg,https://iso639-3.sil.org/code/atg,,,,,Ivbie North-Okpela-Arhe,Individual,Living,,nic,atg
,https://iso639-3.sil.org/code/ath,ath,ath,ath,,Athapascan languages,Collective,Genetic,,,
ati,https://iso639-3.sil.org/code/ati,,,,,AttiÇ,Individual,Living,,nic,ati
atj,https://iso639-3.sil.org/code/atj,,,,,Atikamekw,Individual,Living,,alg,atj
atk,https://iso639-3.sil.org/code/atk,,,,,Ati,Individual,Living,,phi,atk
atl,https://iso639-3.sil.org/code/atl,,,,,Mt. Iraya Agta,Individual,Living,,phi,atl
atm,https://iso639-3.sil.org/code/atm,,,,,Ata,Individual,Living,,paa,atm
atn,https://iso639-3.sil.org/code/atn,,,,,Ashtiani,Individual,Living,,ira,atn
ato,https://iso639-3.sil.org/code/ato,,,,,Atong (Cameroon),Individual,Living,,nic,ato
atp,https://iso639-3.sil.org/code/atp,,,,,Pudtol Atta,Individual,Living,,phi,atp
atq,https://iso639-3.sil.org/code/atq,,,,,Aralle-Tabulahan,Individual,Living,,map,atq
atr,https://iso639-3.sil.org/code/atr,,,,,Waimiri-Atroari,Individual,Living,,sai,atr
ats,https://iso639-3.sil.org/code/ats,,,,,Gros Ventre,Individual,Living,,alg,ats
att,https://iso639-3.sil.org/code/att,,,,,Pamplona Atta,Individual,Living,,phi,att
atu,https://iso639-3.sil.org/code/atu,,,,,Reel,Individual,Living,,ssa,atu
atv,https://iso639-3.sil.org/code/atv,,,,,Northern Altai,Individual,Living,,tut,atv
atw,https://iso639-3.sil.org/code/atw,,,,,Atsugewi,Individual,Living,,nai,atw
atx,https://iso639-3.sil.org/code/atx,,,,,Arutani,Individual,Living,,sai,atx
aty,https://iso639-3.sil.org/code/aty,,,,,Aneityum,Individual,Living,,map,aty
atz,https://iso639-3.sil.org/code/atz,,,,,Arta,Individual,Living,,phi,atz
aua,https://iso639-3.sil.org/code/aua,,,,,Asumboa,Individual,Living,,map,aua
aub,https://iso639-3.sil.org/code/aub,,,,,Alugu,Individual,Living,,sit,aub
auc,https://iso639-3.sil.org/code/auc,,,,,Waorani,Individual,Living,,sai,auc
aud,https://iso639-3.sil.org/code/aud,,,,,Anuta,Individual,Living,,map,aud
,https://iso639-3.sil.org/code/auf,auf,,auf,,Arauan languages,Collective,Genetic,,,
aug,https://iso639-3.sil.org/code/aug,,,,,Aguna,Individual,Living,,nic,aug
auh,https://iso639-3.sil.org/code/auh,,,,,Aushi,Individual,Living,,bnt,auh
aui,https://iso639-3.sil.org/code/aui,,,,,Anuki,Individual,Living,,map,aui
auj,https://iso639-3.sil.org/code/auj,,,,,Awjilah,Individual,Living,,ber,auj
auk,https://iso639-3.sil.org/code/auk,,,,,Heyo,Individual,Living,,paa,auk
aul,https://iso639-3.sil.org/code/aul,,,,,Aulua,Individual,Living,,map,aul
aum,https://iso639-3.sil.org/code/aum,,,,,Asu (Nigeria),Individual,Living,,nic,aum
aun,https://iso639-3.sil.org/code/aun,,,,,Molmo One,Individual,Living,,paa,aun
auo,https://iso639-3.sil.org/code/auo,,,,,Auyokawa,Individual,Extinct,,afa,auo
aup,https://iso639-3.sil.org/code/aup,,,,,Makayam,Individual,Living,,paa,aup
auq,https://iso639-3.sil.org/code/auq,,,,,"Anus, Korur",Individual,Living,,map,auq
aur,https://iso639-3.sil.org/code/aur,,,,,Aruek,Individual,Living,,paa,aur
,https://iso639-3.sil.org/code/aus,aus,aus,aus,,Australian languages,Collective,Genetic,,,
aut,https://iso639-3.sil.org/code/aut,,,,,Austral,Individual,Living,,map,aut
auu,https://iso639-3.sil.org/code/auu,,,,,Auye,Individual,Living,,paa,auu
auw,https://iso639-3.sil.org/code/auw,,,,,Awyi,Individual,Living,,paa,auw
aux,https://iso639-3.sil.org/code/aux,,,,,Aur†,Individual,Extinct,,tup,aux
auy,https://iso639-3.sil.org/code/auy,,,,,Awiyaana,Individual,Living,,paa,auy
auz,https://iso639-3.sil.org/code/auz,,,,,Uzbeki Arabic,Individual,Living,ara,,auz
ava,https://iso639-3.sil.org/code/ava,ava,ava,,av,Avaric,Individual,Living,,,ava
avb,https://iso639-3.sil.org/code/avb,,,,,Avau,Individual,Living,,map,avb
avd,https://iso639-3.sil.org/code/avd,,,,,Alviri-Vidari,Individual,Living,,ira,avd
ave,https://iso639-3.sil.org/code/ave,ave,ave,,ae,Avestan,Individual,Ancient,,,ave
avi,https://iso639-3.sil.org/code/avi,,,,,Avikam,Individual,Living,,nic,avi
avk,https://iso639-3.sil.org/code/avk,,,,,Kotava,Individual,Constructed,,art,avk
avl,https://iso639-3.sil.org/code/avl,,,,,Eastern Egyptian Bedawi Arabic,Individual,Living,ara,,avl
avm,https://iso639-3.sil.org/code/avm,,,,,Angkamuthi,Individual,Extinct,,aus,avm
avn,https://iso639-3.sil.org/code/avn,,,,,Avatime,Individual,Living,,nic,avn
avo,https://iso639-3.sil.org/code/avo,,,,,Agavotaguerra,Individual,Extinct,,sai,avo
avs,https://iso639-3.sil.org/code/avs,,,,,Aushiri,Individual,Extinct,,sai,avs
avt,https://iso639-3.sil.org/code/avt,,,,,Au,Individual,Living,,paa,avt
avu,https://iso639-3.sil.org/code/avu,,,,,Avokaya,Individual,Living,,ssa,avu
avv,https://iso639-3.sil.org/code/avv,,,,,Av†-Canoeiro,Individual,Living,,tup,avv
awa,https://iso639-3.sil.org/code/awa,awa,awa,,,Awadhi,Individual,Living,,inc,awa
awb,https://iso639-3.sil.org/code/awb,,,,,Awa (Papua New Guinea),Individual,Living,,paa,awb
awc,https://iso639-3.sil.org/code/awc,,,,,Cicipu,Individual,Living,,nic,awc
,https://iso639-3.sil.org/code/awd,awd,,awd,,Arawakan languages,Collective,Genetic,,,
awe,https://iso639-3.sil.org/code/awe,,,,,Awet°,Individual,Living,,tup,awe
awg,https://iso639-3.sil.org/code/awg,,,,,Anguthimri,Individual,Extinct,,aus,awg
awh,https://iso639-3.sil.org/code/awh,,,,,Awbono,Individual,Living,,paa,awh
awi,https://iso639-3.sil.org/code/awi,,,,,Aekyom,Individual,Living,,paa,awi
awk,https://iso639-3.sil.org/code/awk,,,,,Awabakal,Individual,Extinct,,aus,awk
awm,https://iso639-3.sil.org/code/awm,,,,,Arawum,Individual,Living,,paa,awm
awn,https://iso639-3.sil.org/code/awn,,,,,Awngi,Individual,Living,,cus,awn
awo,https://iso639-3.sil.org/code/awo,,,,,Awak,Individual,Living,,nic,awo
awr,https://iso639-3.sil.org/code/awr,,,,,Awera,Individual,Living,,paa,awr
aws,https://iso639-3.sil.org/code/aws,,,,,South Awyu,Individual,Living,,paa,aws
awt,https://iso639-3.sil.org/code/awt,,,,,ArawetÇ,Individual,Living,,tup,awt
awu,https://iso639-3.sil.org/code/awu,,,,,Central Awyu,Individual,Living,,paa,awu
awv,https://iso639-3.sil.org/code/awv,,,,,Jair Awyu,Individual,Living,,paa,awv
aww,https://iso639-3.sil.org/code/aww,,,,,Awun,Individual,Living,,paa,aww
awx,https://iso639-3.sil.org/code/awx,,,,,Awara,Individual,Living,,paa,awx
awy,https://iso639-3.sil.org/code/awy,,,,,Edera Awyu,Individual,Living,,paa,awy
axb,https://iso639-3.sil.org/code/axb,,,,,Abipon,Individual,Extinct,,sai,axb
axe,https://iso639-3.sil.org/code/axe,,,,,Ayerrerenge,Individual,Extinct,,aus,axe
axg,https://iso639-3.sil.org/code/axg,,,,,Mato Grosso Ar†ra,Individual,Extinct,,sai,axg
axk,https://iso639-3.sil.org/code/axk,,,,,Yaka (Central African Republic),Individual,Living,,bnt,axk
axl,https://iso639-3.sil.org/code/axl,,,,,Lower Southern Aranda,Individual,Extinct,,aus,axl
axm,https://iso639-3.sil.org/code/axm,,,,,Middle Armenian,Individual,Historical,,,axm
axx,https://iso639-3.sil.org/code/axx,,,,,XÉrÉgurä,Individual,Living,,map,axx
aya,https://iso639-3.sil.org/code/aya,,,,,Awar,Individual,Living,,paa,aya
ayb,https://iso639-3.sil.org/code/ayb,,,,,Ayizo Gbe,Individual,Living,,nic,ayb
ayc,https://iso639-3.sil.org/code/ayc,,,,,Southern Aymara,Individual,Living,aym,,ayc
ayd,https://iso639-3.sil.org/code/ayd,,,,,Ayabadhu,Individual,Extinct,,aus,ayd
aye,https://iso639-3.sil.org/code/aye,,,,,Ayere,Individual,Living,,nic,aye
ayg,https://iso639-3.sil.org/code/ayg,,,,,Ginyanga,Individual,Living,,nic,ayg
ayh,https://iso639-3.sil.org/code/ayh,,,,,Hadrami Arabic,Individual,Living,ara,,ayh
ayi,https://iso639-3.sil.org/code/ayi,,,,,Leyigha,Individual,Living,,nic,ayi
ayk,https://iso639-3.sil.org/code/ayk,,,,,Akuku,Individual,Living,,nic,ayk
ayl,https://iso639-3.sil.org/code/ayl,,,,,Libyan Arabic,Individual,Living,ara,,ayl
aym,https://iso639-3.sil.org/code/aym,aym,aym,,ay,Aymara,Macrolanguage,Living,,,aym
ayn,https://iso639-3.sil.org/code/ayn,,,,,Sanaani Arabic,Individual,Living,ara,,ayn
ayo,https://iso639-3.sil.org/code/ayo,,,,,Ayoreo,Individual,Living,,sai,ayo
ayp,https://iso639-3.sil.org/code/ayp,,,,,North Mesopotamian Arabic,Individual,Living,ara,,ayp
ayq,https://iso639-3.sil.org/code/ayq,,,,,Ayi (Papua New Guinea),Individual,Living,,paa,ayq
ayr,https://iso639-3.sil.org/code/ayr,,,,,Central Aymara,Individual,Living,aym,,ayr
ays,https://iso639-3.sil.org/code/ays,,,,,Sorsogon Ayta,Individual,Living,,phi,ays
ayt,https://iso639-3.sil.org/code/ayt,,,,,Magbukun Ayta,Individual,Living,,phi,ayt
ayu,https://iso639-3.sil.org/code/ayu,,,,,Ayu,Individual,Living,,nic,ayu
ayz,https://iso639-3.sil.org/code/ayz,,,,,Mai Brat,Individual,Living,,paa,ayz
aza,https://iso639-3.sil.org/code/aza,,,,,Azha,Individual,Living,,sit,aza
azb,https://iso639-3.sil.org/code/azb,,,,,South Azerbaijani,Individual,Living,aze,,azb
,https://iso639-3.sil.org/code/azc,azc,,azc,,Uto-Aztecan languages,Collective,Genetic,,,
azd,https://iso639-3.sil.org/code/azd,,,,,Eastern Durango Nahuatl,Individual,Living,,nah,azd
aze,https://iso639-3.sil.org/code/aze,aze,aze,,az,Azerbaijani,Macrolanguage,Living,,,aze
azg,https://iso639-3.sil.org/code/azg,,,,,San Pedro Amuzgos Amuzgo,Individual,Living,,cai,azg
azj,https://iso639-3.sil.org/code/azj,,,,,North Azerbaijani,Individual,Living,aze,,azj
azm,https://iso639-3.sil.org/code/azm,,,,,Ipalapa Amuzgo,Individual,Living,,cai,azm
azn,https://iso639-3.sil.org/code/azn,,,,,Western Durango Nahuatl,Individual,Living,,nah,azn
azo,https://iso639-3.sil.org/code/azo,,,,,Awing,Individual,Living,,nic,azo
azt,https://iso639-3.sil.org/code/azt,,,,,Faire Atta,Individual,Living,,phi,azt
azz,https://iso639-3.sil.org/code/azz,,,,,Highland Puebla Nahuatl,Individual,Living,,nah,azz
baa,https://iso639-3.sil.org/code/baa,,,,,Babatana,Individual,Living,,map,baa
bab,https://iso639-3.sil.org/code/bab,,,,,Bainouk-Gunyu§o,Individual,Living,,nic,bab
bac,https://iso639-3.sil.org/code/bac,,,,,Badui,Individual,Living,,map,bac
,https://iso639-3.sil.org/code/bad,bad,bad,bad,,Banda languages,Collective,Genetic,,,
bae,https://iso639-3.sil.org/code/bae,,,,,BarÇ,Individual,Extinct,,sai,bae
baf,https://iso639-3.sil.org/code/baf,,,,,Nubaca,Individual,Living,,nic,baf
bag,https://iso639-3.sil.org/code/bag,,,,,Tuki,Individual,Living,,nic,bag
bah,https://iso639-3.sil.org/code/bah,,,,,Bahamas Creole English,Individual,Living,,cpe,bah
,https://iso639-3.sil.org/code/bai,bai,bai,bai,,Bamileke languages,Collective,Genetic,,,
baj,https://iso639-3.sil.org/code/baj,,,,,Barakai,Individual,Living,,map,baj
bak,https://iso639-3.sil.org/code/bak,bak,bak,,ba,Bashkir,Individual,Living,,tut,bak
bal,https://iso639-3.sil.org/code/bal,bal,bal,,,Baluchi,Macrolanguage,Living,,,bal
bam,https://iso639-3.sil.org/code/bam,bam,bam,,bm,Bambara,Individual,Living,,,bam
ban,https://iso639-3.sil.org/code/ban,ban,ban,,,Balinese,Individual,Living,,,ban
bao,https://iso639-3.sil.org/code/bao,,,,,Waimaha,Individual,Living,,sai,bao
bap,https://iso639-3.sil.org/code/bap,,,,,Bantawa,Individual,Living,,sit,bap
bar,https://iso639-3.sil.org/code/bar,,,,,Bavarian,Individual,Living,,gem,bar
bas,https://iso639-3.sil.org/code/bas,bas,bas,,,Basa (Cameroon),Individual,Living,,bnt,bas
,https://iso639-3.sil.org/code/bat,bat,bat,bat,,Baltic languages,Collective,Genetic,,,
bau,https://iso639-3.sil.org/code/bau,,,,,Bada (Nigeria),Individual,Living,,nic,bau
bav,https://iso639-3.sil.org/code/bav,,,,,Vengo,Individual,Living,,nic,bav
baw,https://iso639-3.sil.org/code/baw,,,,,Bambili-Bambui,Individual,Living,,nic,baw
bax,https://iso639-3.sil.org/code/bax,,,,,Bamun,Individual,Living,,nic,bax
bay,https://iso639-3.sil.org/code/bay,,,,,Batuley,Individual,Living,,map,bay
bba,https://iso639-3.sil.org/code/bba,,,,,Baatonum,Individual,Living,,nic,bba
bbb,https://iso639-3.sil.org/code/bbb,,,,,Barai,Individual,Living,,paa,bbb
bbc,https://iso639-3.sil.org/code/bbc,,,,,Batak Toba,Individual,Living,,map,bbc
bbd,https://iso639-3.sil.org/code/bbd,,,,,Bau,Individual,Living,,paa,bbd
bbe,https://iso639-3.sil.org/code/bbe,,,,,Bangba,Individual,Living,,nic,bbe
bbf,https://iso639-3.sil.org/code/bbf,,,,,Baibai,Individual,Living,,paa,bbf
